RunTime,ExecutableName
2024-04-21 12:45:09,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\124.0.2478.51\IDENTITY_HELPER.EXE
2024-04-21 12:41:09,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\IE4UINIT.EXE
2024-04-21 12:41:07,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\IE4UINIT.EXE
2024-04-21 15:20:09,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\LAUNCHTM.EXE
2024-04-21 12:59:49,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.MICROSOFTOFFICEHUB_18.1903.1152.0_X64__8WEKYB3D8BBWE\LOCALBRIDGE.EXE
2024-04-21 15:20:04,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\LOGONUI.EXE
2024-04-21 12:40:39,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\LOGONUI.EXE
2024-04-21 12:37:25,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\LPREMOVE.EXE
2024-04-21 15:36:43,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE
2024-04-21 14:41:57,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE
2024-04-21 14:35:05,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE
2024-04-21 14:35:04,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE
2024-04-21 13:39:13,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE
2024-04-21 13:36:42,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE
2024-04-21 13:06:42,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE
2024-04-21 12:39:29,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE
2024-04-21 13:38:00,MICROSOFTEDGE_X64_123.0.2420.
2024-04-21 12:36:17,MICROSOFTEDGE_X64_124.0.2478.
2024-04-21 15:22:50,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES\WINDOWSAPPS\5331LETHANHDAT.MINESWEEPERONLINECLASSICCHALLENGEFO_1.0.5.0_X64__4SG46MHSEQKY0\MINESWEEPER.EXE
2024-04-21 15:19:51,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES\WINDOWSAPPS\5331LETHANHDAT.MINESWEEPERONLINECLASSICCHALLENGEFO_1.0.5.0_X64__4SG46MHSEQKY0\MINESWEEPER.EXE
2024-04-21 14:34:23,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\MOBSYNC.EXE
2024-04-21 14:57:18,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\MOUSOCOREWORKER.EXE
2024-04-21 14:38:59,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\MOUSOCOREWORKER.EXE
2024-04-21 14:33:47,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\MOUSOCOREWORKER.EXE
2024-04-21 13:04:24,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\MOUSOCOREWORKER.EXE
2024-04-21 12:39:34,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\MOUSOCOREWORKER.EXE
2024-04-21 15:07:35,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\MPSIGSTUB.EXE
2024-04-21 15:07:25,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SOFTWAREDISTRIBUTION\DOWNLOAD\INSTALL\MPSIGSTUB.EXE
2024-04-21 12:54:04,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\MSCORSVW.EXE
2024-04-21 12:51:24,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\MSCORSVW.EXE
2024-04-21 12:51:24,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\MSCORSVW.EXE
2024-04-21 12:51:19,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\MSCORSVW.EXE
2024-04-21 12:51:18,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\MSCORSVW.EXE
2024-04-21 12:51:18,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\MSCORSVW.EXE
2024-04-21 12:51:10,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\MSCORSVW.EXE
2024-04-21 12:50:46,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\MSCORSVW.EXE
2024-04-21 12:55:51,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\MSCORSVW.EXE
2024-04-21 12:55:46,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\MSCORSVW.EXE
2024-04-21 12:55:46,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\MSCORSVW.EXE
2024-04-21 12:55:45,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\MSCORSVW.EXE
2024-04-21 12:55:33,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\MSCORSVW.EXE
2024-04-21 12:55:32,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\MSCORSVW.EXE
2024-04-21 12:55:31,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\MSCORSVW.EXE
2024-04-21 12:55:15,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\MSCORSVW.EXE
2024-04-21 14:31:26,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\MSDTC.EXE
2024-04-21 15:21:55,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 14:50:43,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 14:34:34,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 14:25:16,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 14:25:26,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 14:17:46,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 13:44:29,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 12:44:13,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 15:10:45,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 14:50:44,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 14:50:44,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 14:25:27,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 14:25:26,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
